凱帕	Kepa	케파
SCR_QUESTCONDITION_SELECTDIALOG PC為 nil時發生 L 1830 	It occurs when SCR_QUESTCONDITION_SELECTDIALOG PC is nil L 1830	SCR_QUESTCONDITION_SELECTDIALOG PC가 nil인 경우 발생 L 1830 
SCR_QUESTCONDITION_IDLEDIALOG PC為 nil時發生 L 1904 	It occurs when SCR_QUESTCONDITION_IDLEDIALOG PC is nil L 1904	SCR_QUESTCONDITION_IDLEDIALOG PC가 nil인 경우 발생 L 1904 
SCR_QUESTPROPERTY_MAX PC為 nil時發生 L 1977 	It occurs when SCR_QUESTPROPERTY_MAX PC is nil L 1977	SCR_QUESTPROPERTY_MAX PC가 nil인 경우 발생 L 1977 
SCR_NORMALDIALOG_CHECK PC為 nil時發生 L 1990 	It occurs when SCR_NORMALDIALOG_CHECK PC is nil L 1990	SCR_NORMALDIALOG_CHECK PC가 nil인 경우 발생 L 1990 
沒有函數	There is no function	함수가 없음
COMMON_QUEST_HANDLER Dlg UI 中 PC為 nil時發生 L 2309 	COMMON_QUEST_HANDLER Dlg UI of the PC which can occur when a nil L 2309	COMMON_QUEST_HANDLER Dlg UI 중 PC가 nil인 경우 발생 L 2309 
 任務	Quest	 퀘스트
column 文法錯誤	Column syntax error	컬럼 문법 오류
track開始	The start of the track	트랙시작
 角色 	Character	 캐릭터 
 任務演出已結束	Quest finished production	 퀘스트 연출 끝났음
 任務演出已結束 layer變更前	Quest finished presentation layer before change	 퀘스트 연출 끝났음 레이어 변경 전
track結束	The end of the track	트랙종료
 道具的需求量不足。	Insufficient items	 아이템이 필요량에 모자랍니다.
 鍵，請按此鍵開啟即時商店並清空背包。	Open the Kiro Instant Shop and empty your inventory	 키로 즉석상점을 열어 인벤토리를 비워주세요.
背包上需要空欄位。	An empty slot in your inventory is required	인벤토리에 빈 슬롯이 필요합니다.
 道具數量比設定數量還要少 Transaction 錯誤	Transaction error because item count is less than count set	 아이템 개수가 설정 개수보다 적어서 Transaction 에러
 任務 PCLoopAnim column 第三個參數不是數字	Quest PCLoopAnim third argument is not a number column	 퀘스트 PCLoopAnim 컬럼 세번째 인자가 숫자가 아님
裝備厚重衣服	Thick clothes	두꺼운 옷
裝備厚動的罩衫	Thick Overclothes	두꺼운 덧옷
用按鍵開啟背包之後，用滑鼠點擊即可裝備。	Open your inventory and right-click an item to equip	키로 인벤토리 오픈 후 마우스 우 클릭으로 착용
角色等級已上升。	Your character level has increased	캐릭터 레벨이 상승하였습니다
按下鍵盤的 	Keyboard	키보드 
可以提升屬性。	to increase stats	를 눌러 스탯을 올릴 수 있습니다
可以學習特性。	to learn Attributes	를 눌러 특성을 배울 수 있습니다
可以學習技能。	to learn skills	를 눌러 스킬을 배울 수 있습니다
附近沒有怪物重生	No monster regens nearby	근처에 몬젠 없음
 該地區沒有設定特別的重生、設定重生。	Zone does not have special regen and set regen	 해당존에는 스페셜젠, 셋젠이 설정되어있지 않습니다.
職業 	Class	직업 
級 	by level	렙으로 
無技能	No Skills	스킬 없음
無技能鎖定	No Skill Lock	스킬 락 없음
無選擇值。	No value selected	선택 값이 없습니다.
沒有要檢索的單字，地區內全部顯示 GenType 	Showing all GenType in the server because there was no search word	검색할 단어가 없어서 존 내 모든 GenType 표시
任務建議等級帶輸入值請輸入數字。	Enter recommended quest level in numbers	퀘스트 권장레벨대 입력값을 숫자로 입력하십시요.
CANCEL 選擇 or nil 值	CANCEL selection or nil value	CANCEL 선택 or nil 값
任務進行 NPC 對話	Quest In Progress NPC Talk	퀘스트 진행 NPC 대화
任務完成	Quest Completed	퀘스트 완료
移動至開始 NPC	Go to Start NPC	시작 NPC로 이동
移動至進行 NPC	Go to In Progress NPC	진행 NPC로 이동
移動至完成 NPC	Go to Completed NPC	완료 NPC로 이동
強制開始	Force Start	강제 시작
必須為任務進行中狀態才可以動作	Can only be used when the quest is still in progress	퀘스트가 진행 중 상태어야 동작 가능
 交易錯誤	Transaction error	 트렌젝션 오류
剩下的地區	The rest of the area	나머지 지역
剩下的營地	Rest of the camp	나머지 캠프
任務基本情報	Basic Quest Information	퀘스트 기본정보
 主要 	Home	 메인 
 支線	Sub	 서브 
 反覆型 	Repetitive	 반복형 
無限反覆	Endless loop	 무한 반복 
和NPC對話	Talk to NPC	NPC와 대화
 獲得道具	Item acquired	 아이템 획득
 使用道具	Use items	 아이템 사용
 地區的 	of area	 지역의 
於範圍內進場	enter range	범위 안에 입장
達到目的時，該任務 session 物件會自動完成處理。	Automatically complete from quest session object when goal is achieved	목적 달성 시 해당 퀘스트 세션오브젝트에서 자동으로 완료처리
 無	None	 없음 
任務事前條件	Quest Pre-requisite	퀘스트 사전조건
 地點	Spot	 지점
範圍以內	Within range	범위 이내
全部滿足 (AND)	All of satisfaction (AND)	모두 만족 (AND)
只滿足一個 (OR)	Only one satisfied (OR)	하나만 만족 (OR)
 個以上	at least	 개 이상
 期間以內可開始	Begin within time	 기간 이내 시작가능
 以內才會檢查星期	Day checked within	 이내에만 요일 체크됨
 以內才會檢查時間點	time checked within	 이내에만 시간대 체크됨
任務完成條件	Quest completion conditions	퀘스트 완료조건
 InvItem1怪物	InvItem1 Monster	 InvItem1몬스터
的ClassID = 	s ClassID =	의ClassID = 
 (1 = 1/1000 機率)	(1 = 1/1000 probability)	 (1 = 1/1000 확률)
 InvItem2怪物的ClassID = 	ClassID = of monster InvItem2	 InvItem2몬스터의ClassID = 
 InvItem3怪物的ClassID = 	ClassID = of monster InvItem3	 InvItem3몬스터의ClassID = 
 InvItem4怪物的ClassID = 	ClassID = of monster InvItem4	 InvItem4몬스터의ClassID = 
任務開始時 (等待進行 -> 進行中)	When quest starts (Start standby -> In Progress)	퀘스트 시작 시 (진행대기 -> 진행 중)
和NPC對話時，變成等待完成狀態	Change to the standby complete when talking to NPC	NPC와 대화 시 완료대기 상태로 변경
一直到任務完成處理為止，一次的命令。(獲得任務獎勵任務完成)	Quest complete at once (receive reward and complete quest)	퀘스트 완료 처리까지 한 번에 시킴(퀘스트 보상을 받고 퀘스트 완료)
 個	ea	 개 
任務進行中	Quest In Progress	퀘스트 진행 중
任務時(等待完成 -> 完成)	when quest (complete standby-> complete)	퀘스트 시(완료대기 -> 완료)
於QuestProgressCheck XML	in QuestProgressCheck XML	QuestProgressCheck XML에 
於SessionObject XML	in SessionObject XML	SessionObject XML에 
自動開始任務不可放棄	Cannot give up auto start quest	자동 시작 퀘스트 포기 불가
放棄任務時，要刪除的道具比保有量還大。	Item to delete when giving up quest is more than item in inventory	퀘스트 포기 시 삭제할 아이템이 보유량보다 큼
刪除量	Delete quantity	삭제량
保有量	In inventory	보유량
任務道具獲得	Acquired quest item	퀘템습득
 任務 session物件上登錄的 QuestMapPointViewTerms	Quest enrolled in the Session object QuestMapPointViewTerms	 퀘스트 세션오브젝트에 등록한 QuestMapPointViewTerms
 任務 session物件上登錄的 QuestMonViewTerms	Quest enrolled in the Session object QuestMonViewTerms	 퀘스트 세션오브젝트에 등록한 QuestMonViewTerms
已使用	Already used	이미 사용했음
已獲得女神的祝福。	You have already been blessed by the goddess	이미 여신의 축복을 받았습니다
透過NPC	Through the NPC	NPC를 통해서 
，打算移動至此。	Moving to	로 이동하려고함
震退	Knockback	넉백
沒有的位置	No Location	없는 위치
冰塊！叮！管理怪物沒出現	it tag monster does not appear	얼음 땡 관리 몬스터 안 나옴
前往地下城入口的門已開啟。	The entrance to the dungeon has opened	던전입구로 향하는 문이 열렸습니다
隨我高興	Up to me	내맘데로
製作過的	Attempted to make	만들어본
scrIPt mongo log	Script Mongolia log	스크립트몽고로그
collection 生成	Create Collection	콜랙션생성
message test	Message Test	메시지 테스트
全球重生可能	Global Gen available	글로벌 젠 가능
真的嗎？	Really?	정말이네요?
好吃吧。	Looks delicious	맛있겠어요
無法找到錯誤值	Cannot find error value	오류 값을 찾을 수 없음
沒有套用的職業	No class is applicable	적용 되는 클래스가 없음
找到值	Found value	값을 찾았음
已找到body值	Found body value	보디 값을 찾았음
拿掉效果	Remove effect	이펙트떼기
追加 +震退	Add knockback +	넉백 추가 +
沒有移動	No move	이동 없음
 掉落	Drop	 드랍
 不足	Shortage	 부족
謎題箱子鑰匙	Key of the Puzzle Box	퍼즐 상자 열쇠
於聊天室窗輸入不同的3個數字	Enter the three-digit number that is different in the chat window	채팅창에 서로다른 세자리 숫자 입력
3個數字必須都不一樣。	Each three-digit number must be different	세자리 숫자가 각각 달라야함
不是3位數字。	There is no three-digit number	세자리 숫자가 아님
周邊沒有符合數字的箱子	No number matched the nearby boxes	주변에 숫자 맞추기 상자 없음
 Buff 獲得	Acquisition Buff	 버프 획득
於聊天視窗輸入0 ~ 10000範圍內的數字	Enter a number between 0 and 10000 into the chat window	채팅창에 0 ~ 10000 범위내의 숫자 입력
 ，比這個低	Lower	 보다 낮음
 ，比這個高	Higher	 보다 높음
不是0 ~ 10000範圍的數字	The number entered is not between 0 and 10000	0 ~ 10000 범위의 숫자가 아님
塗鴉用粉筆	Chalk for Scribbles	낙서용 분필
於聊天視窗上寫下塗鴉內容	Write the scribble information in a chat window	채팅창에 낙서 내용 적기
禁止塗鴉	Prohibition Scribbles	낙서금지
空格	Blank	빈칸
周圍沒有佈告欄	Nothing around the bulletin board	주변에 게시판 없음
正在奉獻骨灰盒	In Dedication of urns	유골함 봉헌 중
棒球遊戲1	Baseball Game1	야구게임1
隨行小幫手	Guide for follow mode	따라하기도우미
跟NPC說一樣的話0	NPC follow words 0	NPC말따라하기0
high low遊戲1	Hi-Lo game 1	하이로우게임1
佈告欄留言1	Write Board Posts 1	게시판글남기기1
 經驗值獲得	Acquisition Experiences	 경험치 획득
強化需要費用出現負數值。	The cost of the required enhancement is negative	강화 필요 비용이 마이너스 값이 나옴
目標強化階段	Enhancement Stage of Objective	목표 강화단계
道具購買價格	Purchase Price of item	아이템 구매가격
需要費用	Necessary cost	필요 비용
退還費用出現負數值。	The refund cost is negative	환불 비용이 마이너스 값이 나옴
消耗費用	Consumption Expense	소모 비용
進行百分比	Progress percent	진행 퍼센트
退還費用	Refund Cost	환불비용
 必須建在地區王陵入口	You should build it in the entrance of the local tomb	 지역 왕릉 입구에 세워야 합니다
可使用於水晶礦山1層	Able to use in Crystal Mine 1F	수정광산 1층 에서 사용 가능
還不能使用。	Cannot be used yet	아직 사용할 수 없습니다
可使用於水晶礦山	Able to use in Crystal Mine	수정광산에서 사용 가능
沒有中毒。	You are not poisoned	독에 중독되지 않았습니다
套用魔力防礙中	Applying Spell disturbance	마력 방해 적용 중
無青苔泥人	None Golem	골렘 없음
淨化的梅修花怪體液	Purified the body fluid of Matsum	정화된 메슘 체액
荊棘林貓頭鷹的魔力粉末	Magic powder of thorn forest of owl	가시숲 부엉이의 마력가루
賢明的貓頭鷹雕像	Wise Crave Owl Statue	현명한 부엉이 조각상
露達斯利迪梅得	Ludas Ridimed	루다스 리디메드
荊棘林怪物反應材	React material of monster on Thorn forest	가시숲 몬스터 반응재
混亂的怪物	Monsters that are confused	혼란스러워하는 몬스터
梅修花怪魔力碎片	Matsum Magic Piece	메슘 마력의 조각
沒有要套用的赤紅布貝弓箭手。	No Red Vubbe Archer to apply	을 적용할 붉은 부베 궁수가 없습니다
只能在泰內花園裡使用。	Can only be used in Tenet Garden	테넷 화원에서만 사용할 수 있습니다
只能在一般野外使用。	Can only be used in general fields	일반 필드에서만 사용 할 수 있습니다
只有在拉姆斯堤斯峽谷地區才可以使用。	Can only be used in Ramstis Ridge Area	람스티스 협곡 지역에서만 사용할 수 있습니다
還不能使用。	You may not use this yet	아직은 사용 하실 수 없습니다
只能在夏奧雷伊東邊森林使用！	Available only in the West Siauliai Woods	샤울레이 동쪽 숲에서만 사용 가능합니다!
魔法甕的效力變弱了。	The effects of the magical pot have been weakened	마법 항아리의 효력이 약해졌습니다
強力的魔法吸收裝置已補充。	The powerful magic absorption device is charging	강력한 마법흡수 장치가 충전되었습니다
 於PC	to PC	 PC에 
沒有 main manager session	There is no main session	메인 매니저 세션이 없음
 property 值	Property values	 프로퍼티 값이 
 任務 Succ_QuestName4 column不能為 None。	The column of quest Succ_QuestName4 should be not None	 퀘스트 Succ_QuestName4 컬럼이 None 이 아니어야함
 任務 Succ_QuestName3 column不能為 None。	The column of quest of Succ_QuestName3 should be not None	 퀘스트 Succ_QuestName3 컬럼이 None 이 아니어야함
 任務 Succ_QuestName2 column不能為 None。	The column of quest of Succ_QuestName2 should be not None	 퀘스트 Succ_QuestName2 컬럼이 None 이 아니어야함
 任務 Succ_QuestName1 column不能為 None。	The column of quest of Succ_QuestName1 should be not None	 퀘스트 Succ_QuestName1 컬럼이 None 이 아니어야함
 任務 Succ_QuestName	Quest Succ_QuestName	 퀘스트 Succ_QuestName
 column不能為 None。	The column should not be None	 컬럼이 None 이 아니어야함
任務的 Succ_EqItemName	Succ_EqItemName of quest	퀘스트의 Succ_EqItemName
沒有其它完成條件	No other closing conditions	다른 완료 조건 없음 
 必須要有	Must be	 이어야 함
 任務 QuestName4 column不能為 None。	The column of Quest of QuestName4 should be not None	 퀘스트 QuestName4 컬럼이 None 이 아니어야함
 任務 QuestName3 column不能為 None。	The column of Quest of QuestName3 should be not None	 퀘스트 QuestName3 컬럼이 None 이 아니어야함
 任務 QuestName2 column不能為 None。	The column of Quest of QuestName2 should be not None	 퀘스트 QuestName2 컬럼이 None 이 아니어야함
 任務 QuestName1 column不能為 None。	The column of Quest of QuestName1 should be not None	 퀘스트 QuestName1 컬럼이 None 이 아니어야함
 任務 QuestName	Quest QuestName	 퀘스트 QuestName
任務的 InvItemName	InvItemName of Quest	퀘스트의 InvItemName
任務的 InvItemCount	InvItemCount of Quest	퀘스트의 InvItemCount
任務的 EqItemName	EqItemName of Quest	퀘스트의 EqItemName
任務的 BuffName	BuffName of Quest	퀘스트의 BuffName
無法滿足ReenterTime 冷卻時間。	Can not satisfy the ReenterTime cooldown time	ReenterTime 쿨타임을 만족하지 못함
值	The value is	값이
 任務 Succ_MonKill_ItemGive6 column必須為None	Column of Quest Succ_MonKill_ItemGive6 should be none	 퀘스트 Succ_MonKill_ItemGive6 컬럼이 None 이어야함
 任務 Succ_MonKill_ItemGive5 column必須為None	Column of Quest Succ_MonKill_ItemGive5 should be none	 퀘스트 Succ_MonKill_ItemGive5 컬럼이 None 이어야함
 任務 Succ_MonKill_ItemGive4 column必須為None	Column of Quest Succ_MonKill_ItemGive4 should be none	 퀘스트 Succ_MonKill_ItemGive4 컬럼이 None 이어야함
 任務 Succ_MonKill_ItemGive3 column必須為None	Column of Quest Succ_MonKill_ItemGive3 should be none	 퀘스트 Succ_MonKill_ItemGive3 컬럼이 None 이어야함
 任務 Succ_MonKill_ItemGive2 column必須為None	Column of Quest Succ_MonKill_ItemGive2 should be none	 퀘스트 Succ_MonKill_ItemGive2 컬럼이 None 이어야함
 任務 Succ_MonKill_ItemGive1 column必須為None	Column of Quest Succ_MonKill_ItemGive1 should be none	 퀘스트 Succ_MonKill_ItemGive1 컬럼이 None 이어야함
 任務 	Quest	 퀘스트 
 session物件PC沒有	There is no session object in the PC	 세션오브젝트가 PC에게 없음
 任務 Succ_OverKill_ItemGive6 column必須為None	Column of Quest Succ_OverKill_ItemGive6 should be None	 퀘스트 Succ_OverKill_ItemGive6 컬럼이 None 이어야함
 任務 Succ_OverKill_ItemGive5 column必須為None	Column of Quest Succ_OverKill_ItemGive5 should be None	 퀘스트 Succ_OverKill_ItemGive5 컬럼이 None 이어야함
 任務 Succ_OverKill_ItemGive4 column必須為None	Column of Quest Succ_OverKill_ItemGive4 should be None	 퀘스트 Succ_OverKill_ItemGive4 컬럼이 None 이어야함
 任務 Succ_OverKill_ItemGive3 column必須為None	Column of Quest Succ_OverKill_ItemGive3 should be None	 퀘스트 Succ_OverKill_ItemGive3 컬럼이 None 이어야함
 任務 Succ_OverKill_ItemGive2 column必須為None	Column of Quest Succ_OverKill_ItemGive2 should be None	 퀘스트 Succ_OverKill_ItemGive2 컬럼이 None 이어야함
 任務 Succ_OverKill_ItemGive1 column必須為None	Column of Quest Succ_OverKill_ItemGive1 should be None	 퀘스트 Succ_OverKill_ItemGive1 컬럼이 None 이어야함
任務的 Succ_InvItemCount4 column值必須大於0	Value of Succ_InvItemCount4 column of quest must be greater than 0	퀘스트의 Succ_InvItemCount4 컬럼 값이 0 보다 커야함
任務的 Succ_InvItemCount	Succ_InvItemCount of Quest	퀘스트의 Succ_InvItemCount
確認動作是否順利	Check whether work or not	동작 잘되는거 확인
配置	Placement	배치
請輸入ID	Enter your account ID	아이디를 입력하세요
無法設定slide的基本值。	You cannot set the default value of the slide	슬라이드의 기본 값을 설정할 수 없습니다
顯示控制設定。	Output the control set	컨트롤 셋을 출력합니다
發生錯誤，回復成原來的值。	Turning the value to original due to an error	오류가 발생하여 본래의 값으로 돌림
無法變更數值	You cannot change the value	값을 변경할 수 없음
視窗鎖解除	Unlock the window	창 잠금 해제
新視窗生成	Creating a new window	새로운 창 생성
視窗屬性變更	Changing the Window Properties	창 속성 변경
移除視窗	Delete window	창 제거
檢查要素	Inspection Component	요소검사
檢查基本屬性	Check default attributes	기본속성검사
檢查使用技能	Check use skills	사용스킬검사
動畫清單	Animation List	애니리스트
查看BTREE	I see BTREE	BTREE보기
查看伺服器位置	View Server Location	서버위치보기
查看Node	View Node	Node보기
XACtexture 路徑	XAC texture path	XAC텍스쳐경로
其它測試	Other test	기타테스트
查看情報	View Information	정보보기
雇用幫手	Hire Helper	헬퍼 고용
 消費	Consumable	 소비
可	Possible	된다
(配戴)	(Equipped)	(장착)
(未配戴)	(Unequipped)	(미장착)
 武器	Weapon	 무기
 裝備	Equipment	 장비
] 要裝備在 [	] The [	] 을 [
]，要裝備於此嗎？	Do you want to equip it to ]?	] 에 장착하시겠습니까?
等級	 Level	 레벨
已存在的 ClassName。	The ClassName does already exist	이미 존재하는 ClassName입니다
分 剩餘)	Remaining minutes)	분 남음)
分需要	 minute(s) required	분 소요
秒需要	 seconds required	초 소요
拍賣進行目錄	Auction List	경매 진행 목록
影片錄影：(	Recording Video	동영상 녹화:(
要變更髮型嗎？(需要TP 100)	Would you like to change your hairstyle? (Requires 100 TP)	헤어를 변경하시겠습니까?(TP 100 필요)
日	 d	일
 選擇	 selected	 선택
目前職業資訊	Current Job Information	현재 직업 정보
Run ScrIPt	Run Script	런스크립트
輸入名稱	Enter name	이름 입력
請至少選擇1個	Please select at least one	적어도 1개를 선택해주세요
[主要] 	 [Main] 	[메인] 
] ，要丟棄嗎？	]?	] 을 버리시겠습니까?
請放上材料	Place the material	재료를 올려주세요
回到初始狀態	Reset Selection	선택초기화
群組儲存	Save Group	그룹저장
群除刪除	Remove Group	그룹삭제
訊息設定	Message Settings	메시지설정
音效設定	Sound Settings	사운드설정
scrIPt設定	Script Settings	스크립트설정
請輸入訊息	Please enter a message	메시지를 입력하세요
雙擊選擇群組	Select Group when you double-click	더블클릭시 그룹 선택
笨蛋 呵呵	Fool (haha)	멍청이 ㅋㅋ 
莫尼	Moni	모니
鍵，按下該鍵時 	 key has been assigned to 	키 사용하여 
空白鍵\	Space bar \	스페이스 바\
學習	Learn	습득
 階	 Circle	 서클
要升級職業嗎？	Do you want to level up your class?	 클래스를 레벨업하시겠습니까?
要學習職業嗎？	Do you want to learn a class?	 클래스를 배우시겠습니까?
留言板	Guest Book	방명록
好友	Friends	친구
個人商店	Private Shop	개인상점
購買請求	Request Purchase	구매요청
物品交易	Item Trading	물품거래
幫手契約	Helper Contract	헬퍼계약
動作	Gesture	제스쳐
的購買申請	's Purchase Request	의 구매요청
的佈告欄	's Bulletin Board	의 게시판
要重置狀態	Reset Status Points	스테이스터스 초기화에 
] 要使用嗎？	] shall be used?	] 를 사용하시겠습니까?
距離	Distance	거리 
請輸入LOG。	Please enter a log	로그를 입력하세요
請輸入LOG。	Please enter a log	로그를 입력해주세요
走路速度	Walking Speed	걷기속도
跑步速度	Run Speed	뛰기속도
固定速度	Fixed Speed	고정속도
無GenType	There is no GenType	GenType이없음
指定固定技能	Appoint fixed skills	고정스킬지정
刪除固定技能	Remove fixed skills	고정스킬제거
變更數量	Change the number	개수변경
傷害MIN	Damage MIN	데미지MIN
傷害MAX	Damage MAX	데미지MAX
目前所學習的能力數量是	The number has now learned abilities	현재 배운 어빌개수는 
受到玩家所使用的道具之影響，怪物變得虛弱。	Monsters becomes powerless due to the item used by users	유저가 사용한 아이템의 영향을 받아 몬스터가 무력해집니다.
[debug] 	[Debug]	[디버그] 
發生錯誤	Happen Error	에러 발생
沒有node情報	There is no node information	노드 정보가 없습니다
已獲得特性點數。	Obtained Attribute Point	특성 포인트를 획득하였습니다
已加工淨化石	Processed Purification Stones	가공된 정화석
已抓到皮諾。	You've caught Pino	피노를 잡았습니다
路易那	Ruina	루이나
掉落類型	Drop Type	 드랍타입
 / 基準	/ Standard	 / 기준
 / 最終機率	/ Final Chance	 / 최종 확률
 / 設定機率	/ Set Probability	 / 설정 확률
 / 補正套用機率	/ Correction applied probability	 / 보정 적용 확률
NPC 產生待機	Stand by NPC creation	NPC 생성 대기
NPC 產生 120秒消失	It disappear after 120 seconds of NPC creation	NPC 생성 120초 뒤 사라짐 
危險的靈魂	Dangerous Soul	위험한 영혼
巴賽寧的護衛兵	Guards of Vacenin	바세닌의 호위병
被抓住的靈魂	Captured Souls	사로잡힌 영혼
為什麼不幫忙我們？	Why do you not help us?	왜 우릴 도와주지 않는 거죠?
要怎麼做才可以弄醒這傢伙？	How can we wake this guy up?	어떻게 해야 이 녀석을 깨울 수 있지?
MOD_AI確認用	For MOD_AI check	MOD_AI체크용
墮天使像	Demon Angel Statue	타천사상
追蹤觸發器	Tracking trigger	추적트리거
的地鼠獸	Spion of	의 스피온
的好友莫爾特	Fined Malt of	의 친구 몰트
崇高的貝卡拉貝1	Nobble Vekarabe 1	숭고한 베카라베1
崇高的貝卡拉貝2	Nobble Vekarabe 2	숭고한 베카라베2
崇高的貝卡拉貝3	Nobble Vekarabe 3	숭고한 베카라베3
崇高的貝卡拉貝4	Nobble Vekarabe 4	숭고한 베카라베4
不祥的造型物	Unlucky Sculptures	불길한 조형물
可疑的鄉村士兵	Suspicious Solider	수상한 토병
體力恢復	Recover HP	체력 회복
封印式	Seal Ceremony	봉인식
火花蒸氣	Flame Vapor	불꽃증기
微弱火花蒸氣	Feeble Flame Vapor	미약한 불꽃증기
樹木略奪者	Tree looters	나무 약탈자
樹木搶奪者	Wood Robber	나무 강탈자
迷你蘑菇精	Mini Griba	미니그리바
不祥的靈魂	Sinister Soul	불길한 영혼
熊將軍的幻影	Hallucination of Bear General	곰장군의 환영
侵略者薩爾曼	Aggressor Saureumaen	침략자 사우르맨
靈魂的禮盒	Treasures of the Soul	영혼의 성물함
墮落的靈魂	Fallen Soul	타락한 영혼
來歷不明的怪物	Unidentified Monster	정체불명의 몬스터
 第三個因子 UnHideNPC EX> 	The third argument UnHideNPC EX>	 세번째 인자 UnHideNPC EX> 
寄生蘑菇精	Parasitic Griba	기생 그리바
巴賽寧護衛兵	Guards of Vacenin	바세닌 호위병
試驗的鐵甲殭屍	Deadborn of Test	시험의 데드본
隱藏起來的靈魂	Hiding Soul	숨어있던 영혼
凶暴波庫布	Angry Pokubu	성난 포쿠부
染上邪惡的士兵	Soldier that was steeped in evil	악에 물든 병사
我所跟隨的人去了哪裡了呢？	Where are my followers?	제가 따르던 분은 어디 갔죠?
偽裝膜	Disguised Tent	위장막
克里斯蒂娜的靈魂	Christina's Soul	크리스티나의 영혼
裝置正啟動中	The device has been activated	장치가 작동 중입니다
希望	Hope	희망
貪婪	Avarice	탐욕
對了。	Right	맞습니다.
錯了。	Wrong	틀렸습니다.
請再次解開守護者的問題	Answer the Guardian's question again	수호자의 문제를 다시 풀어 보세요
智慧	Wisdom	지혜
黃金	Gold	황금
飲食	Food	음식
峽谷裝置	Device Canyon	협곡장치
如果怪物出來了，要怎麼辦呢？	What can we do if a monster appears?	괴물이 나오면 어떡하지?
巴賽寧直屬士兵	Direct Soldiers of Vacenin	바세닌 직속 병사
粗暴的哈明	Rough Hamin	난폭한 하밍
支援兵布蘭	Volunteer Bran	지원병 브란
支援兵彼得	Volunteers Feet	지원병 피트
支援兵莫爾特	Volunteers Malt	지원병 몰트
您好？	Hello?	안녕하세요?
諾史蘇安	Knox Su~an	녹스솬
洋潘	Yanpan	양팡
Alpha物件	Alpha object	알파오브젝트
豆子	Beans	콩
堆	Mountain	더미
NPC 自殺 (秒)	NPC suicide (in seconds)	NPC 자살 (초)
這是最後的時間	This is the last chance	이게 막틱임
TxGiveItem 函數	TxGiveItem function	TxGiveItem 함수
TxTakeItem 函數	TxTakeItem function	TxTakeItem 함수
任務完成	Completed Quests	퀘스트완료
啟動第一次遊戲的ScrIPt	Activation of script of the first play	처음 플레이 스크립트 작동
頭髮變更	Change Hairstyle	헤어 변경
頭髮變更失敗	Failed to change hairstyle	헤어 변경 실패
名稱/	Name/	이름/
	Disuse	
	Disuse	
	Disuse	
" 任務Name = """	"Quest Name = """	" 퀘스트Name = """
" 任務種類 = ScpArgMsg(""Auto__Mein_"") "	"Quest Type = ScpArgMsg (""Auto__Mein_"")"	" 퀘스트종류 = ScpArgMsg(""Auto__Mein_"") "
" 任務種類 = ScpArgMsg(""Auto__SeoBeu_"") "	"Quest Type = ScpArgMsg (""Auto__SeoBeu_"")"	" 퀘스트종류 = ScpArgMsg(""Auto__SeoBeu_"") "
" 任務種類 = ScpArgMsg(""Auto__BanBogHyeong_"") "	"Quest Type = ScpArgMsg (""Auto__BanBogHyeong_"")"	" 퀘스트종류 = ScpArgMsg(""Auto__BanBogHyeong_"") "
" 反覆次數 = ScpArgMsg(""Auto__MuHan_BanBog_"") "	"Number of repetitions = ScpArgMsg (""Auto__MuHan_BanBog_"")"	" 반복횟수 = ScpArgMsg(""Auto__MuHan_BanBog_"") "
" 反覆次數 = "" "	"Repeat Count = """	" 반복횟수 = "" "
" 任務開始方式 = ScpArgMsg(""Auto_NPCwa_DaeHwa"") "	"Start Method of Quest = ScpArgMsg (""Auto_NPCwa_DaeHwa"")"	" 퀘스트시작방식 = ScpArgMsg(""Auto_NPCwa_DaeHwa"") "
" 任務開始方式 = ScpArgMsg(""Auto__"	"Start Method of Quest = ScpArgMsg (""Auto__"	" 퀘스트시작방식 = ScpArgMsg(""Auto__"
" 任務開始方式 = ScpArgMsg(""Auto_"	"Start Method of Quest = ScpArgMsg (""Auto_"	" 퀘스트시작방식 = ScpArgMsg(""Auto_"
" 任務結束方式 = ScpArgMsg(""Auto_NPCwa_DaeHwa"") "	"Termination Method of Quest = ScpArgMsg (""Auto_NPCwa_DaeHwa"")"	" 퀘스트종료방식 = ScpArgMsg(""Auto_NPCwa_DaeHwa"") "
" 任務結束方式 = ScpArgMsg(""Auto_MogJeog_DalSeong_Si_HaeDang_KweSeuTeu_SeSyeonoBeuJegTeueSeo_JaDongeuLo_wanLyoCheoLi"") "	"Termination Method of Quest = ScpArgMsg(""Auto_MogJeog_DalSeong_Si_HaeDang_KweSeuTeu_SeSyeonoBeuJegTeueSeo_JaDongeuLo_wanLyoCheoLi"")"	" 퀘스트종료방식 = ScpArgMsg(""Auto_MogJeog_DalSeong_Si_HaeDang_KweSeuTeu_SeSyeonoBeuJegTeueSeo_JaDongeuLo_wanLyoCheoLi"") "
" 任務主要property = """	"Main Property of Quest = """	" 퀘스트메인프로퍼티 = """
" 任務session物件 = """	"Session object of Quest = """	" 퀘스트세션오브젝트 = """
" 開始NPC = ScpArgMsg(""Auto_"	"Start NPC = ScpArgMsg (""Auto_"	" 시작NPC = ScpArgMsg(""Auto_"
 開始NPC座標MZ	Start NPC coordinates MZ	 시작NPC좌표MZ
 開始NPC座標SETPOS	Start NPC coordinates SETPOS	 시작NPC좌표SETPOS
